off_Rk,School,G,Pts,pass_cmp,pass_Att,cmp_Pct,pass_Yds,pass_TD,rush_Att,rush_Yds,rush_Avg,rush_TD,Plays,Yds,Avg_Yds,1st_down_Pass,1st_down_Rush,1st_down_Pen,1st_down_Tot,pen_No.,pen_Yds,Fum,Int,TO_Tot,year
77,Indiana,11,23.8,14.7,26.6,55.3,186.3,1.2,42.8,134.2,3.1,1.2,69.5,320.5,4.6,7.5,8.3,1.5,17.3,6.7,50.0,0.5,0.8,1.4,2004
78,Kansas,11,23.8,21.3,38.2,55.7,220.5,1.7,34.4,94.0,2.7,1.1,72.5,314.5,4.3,9.4,6.3,1.3,16.9,8.0,63.5,0.8,1.3,2.1,2004
79,Troy,12,23.8,8.3,19.3,42.7,116.9,1.0,42.5,167.3,3.9,1.4,61.8,284.2,4.6,4.4,8.9,1.2,14.5,6.3,49.8,0.8,0.9,1.8,2004
80,Colorado State,11,23.7,19.0,31.8,59.7,261.3,1.4,35.6,111.6,3.1,1.2,67.5,372.9,5.5,11.6,6.4,2.0,20.0,4.4,35.0,0.9,1.5,2.5,2004
81,Army,11,23.6,16.5,31.9,51.9,205.7,1.1,34.8,175.9,5.1,1.9,66.7,381.6,5.7,9.2,7.6,1.4,18.2,5.1,44.1,0.5,0.8,1.4,2004
82,Central Michigan,11,23.6,19.0,34.1,55.7,225.6,1.5,40.7,169.9,4.2,1.5,74.8,395.5,5.3,9.8,8.5,1.8,20.2,7.7,65.7,0.5,0.9,1.5,2004
83,Colorado,13,23.4,19.1,32.3,59.0,215.0,1.0,34.3,124.8,3.6,1.2,66.6,339.8,5.1,10.2,6.0,1.1,17.3,8.0,60.7,0.6,1.4,2.0,2004
84,Missouri,11,23.3,17.9,34.3,52.3,207.5,1.6,41.5,165.0,4.0,1.2,75.8,372.5,4.9,8.6,9.5,1.2,19.4,4.3,35.4,0.6,1.0,1.6,2004
85,Florida A&M,11,23.0,27.8,45.5,61.2,306.4,1.9,32.8,123.9,3.8,1.5,78.3,430.3,5.5,14.8,7.5,1.8,24.1,7.4,69.6,1.3,1.3,2.5,2004
86,Western Michigan,11,22.5,23.5,39.2,60.1,264.8,2.1,33.0,99.5,3.0,0.6,72.2,364.4,5.0,11.5,6.3,1.8,19.5,8.0,65.4,1.1,1.5,2.6,2004
87,South Carolina,11,22.1,14.5,25.5,56.8,200.2,1.2,42.2,168.7,4.0,1.3,67.6,368.9,5.5,7.7,9.5,1.0,18.3,6.1,44.5,1.0,1.4,2.4,2004
88,Georgia Tech,12,22.0,14.1,28.8,48.8,184.2,1.4,40.5,162.3,4.0,0.9,69.3,346.4,5.0,8.3,9.3,1.6,19.3,6.3,53.3,1.0,1.5,2.5,2004
89,Louisiana,11,22.0,20.8,36.1,57.7,229.6,1.2,38.3,152.7,4.0,1.1,74.4,382.4,5.1,10.7,9.1,1.2,21.0,5.5,42.5,0.9,1.3,2.2,2004
90,Stanford,11,22.0,18.9,37.2,50.9,247.3,1.2,32.1,81.2,2.5,1.2,69.3,328.5,4.7,10.3,5.0,1.9,17.2,6.1,51.6,0.5,1.3,1.7,2004
91,Illinois,11,21.8,18.3,32.2,56.8,184.7,1.2,36.8,153.4,4.2,1.4,69.0,338.1,4.9,9.4,9.0,1.6,20.0,3.8,32.8,1.0,0.7,1.7,2004
92,Temple,11,21.6,17.8,31.6,56.3,220.7,1.0,41.5,173.0,4.2,1.7,73.2,393.7,5.4,9.0,10.0,0.9,19.9,5.8,47.7,1.0,0.5,1.5,2004
93,Clemson,11,21.5,16.2,32.3,50.1,188.1,0.6,34.5,107.5,3.1,1.4,66.8,295.6,4.4,8.3,6.3,2.1,16.6,5.3,45.2,0.6,1.5,2.2,2004
94,San Diego State,11,21.3,21.8,40.4,54.1,244.6,1.5,34.3,130.2,3.8,0.8,74.6,374.8,5.0,10.5,7.7,1.6,19.8,8.1,74.3,0.9,1.5,2.5,2004
95,East Carolina,11,21.0,18.8,34.7,54.2,215.5,1.6,33.5,92.8,2.8,0.6,68.3,308.4,4.5,9.9,5.5,1.6,17.1,5.1,39.7,0.7,1.7,2.5,2004
96,Houston,11,20.9,18.0,32.2,55.9,251.5,1.0,42.4,138.3,3.3,1.4,74.5,389.7,5.2,9.7,9.4,2.1,21.2,7.7,60.5,0.7,0.5,1.3,2004
97,Wake Forest,11,20.9,11.6,22.1,52.7,145.2,0.5,47.9,206.1,4.3,1.6,70.0,351.3,5.0,5.3,12.3,0.6,18.2,6.1,58.7,0.5,0.6,1.2,2004
98,UNLV,11,20.8,14.2,29.5,48.1,167.5,1.0,40.2,173.0,4.3,1.5,69.6,340.5,4.9,8.3,8.4,1.6,18.3,9.0,71.7,1.5,1.5,3.0,2004
99,Wisconsin,12,20.8,14.3,27.1,52.6,167.2,0.8,44.3,160.9,3.6,1.5,71.4,328.1,4.6,8.3,8.8,1.7,18.8,4.8,36.9,0.9,0.6,1.5,2004
100,Ball State,11,20.5,18.5,32.2,57.3,209.0,1.3,37.6,114.3,3.0,1.0,69.8,323.3,4.6,8.8,8.4,1.3,18.5,5.8,44.6,0.2,0.4,0.5,2004
101,Iowa State,12,20.5,14.5,29.3,49.6,187.3,1.1,44.7,141.8,3.2,0.9,73.9,329.1,4.5,9.1,8.3,2.0,19.4,6.0,49.4,0.6,0.7,1.3,2004
102,Baylor,11,20.4,21.4,35.9,59.5,212.9,1.5,33.3,98.9,3.0,0.7,69.2,311.8,4.5,9.5,6.9,1.1,17.5,6.3,48.3,1.2,1.0,2.2,2004
103,Idaho,12,20.4,20.8,32.9,63.3,208.4,1.2,38.1,131.6,3.5,1.4,71.0,340.0,4.8,9.8,7.4,1.9,19.1,7.2,67.5,1.3,1.2,2.4,2004
104,New Mexico,12,20.3,9.7,21.6,44.8,119.1,0.5,43.8,178.9,4.1,1.7,65.4,298.0,4.6,4.9,9.7,1.5,16.1,7.8,61.8,0.6,1.0,1.6,2004
105,Ohio,11,20.1,15.9,31.5,50.6,200.2,1.3,37.1,108.2,2.9,0.8,68.5,308.4,4.5,8.3,6.5,1.3,16.1,6.8,56.8,1.0,1.0,2.0,2004
106,Arkansas State,11,19.5,16.1,31.1,51.8,206.4,1.3,36.4,151.8,4.2,0.7,67.5,358.2,5.3,9.3,7.9,0.9,18.1,8.6,67.5,1.1,1.5,2.6,2004
107,Ole Miss,11,19.5,16.2,31.8,50.9,192.1,0.6,39.9,158.9,4.0,1.2,71.7,351.0,4.9,9.6,8.5,1.5,19.5,7.0,56.9,0.7,1.2,1.9,2004
108,Vanderbilt,11,19.3,15.4,25.9,59.3,186.3,0.9,39.9,148.5,3.7,1.5,65.8,334.8,5.1,8.6,9.0,1.4,19.0,4.8,40.4,1.1,0.5,1.5,2004
109,Louisiana-Monroe,11,19.2,18.8,33.9,55.5,213.2,1.1,36.7,139.8,3.8,1.1,70.6,353.0,5.0,8.9,8.9,1.5,19.4,8.3,79.8,0.8,1.2,2.0,2004
110,SMU,11,18.4,17.4,31.9,54.4,208.7,1.0,37.3,125.2,3.4,1.1,69.2,333.9,4.8,9.8,6.7,1.4,17.9,7.0,61.1,1.2,1.5,2.7,2004
111,Buffalo,11,17.9,10.7,23.6,45.4,121.5,0.5,40.0,148.1,3.7,1.5,63.6,269.5,4.2,5.0,6.9,2.0,13.9,6.2,49.5,0.5,1.4,1.8,2004
112,Maryland,11,17.7,14.6,27.7,52.8,178.5,0.7,40.9,119.5,2.9,1.1,68.6,298.0,4.3,7.6,7.9,1.1,16.6,6.2,49.8,0.8,1.5,2.3,2004
113,Penn State,11,17.7,16.5,32.1,51.6,180.8,0.9,33.4,129.9,3.9,1.3,65.5,310.7,4.7,8.7,7.2,1.1,17.0,5.6,46.1,0.7,1.7,2.5,2004
114,Utah State,11,16.7,19.1,33.4,57.2,214.1,1.0,32.6,76.3,2.3,0.6,66.0,290.4,4.4,9.3,5.2,2.2,16.6,7.1,63.8,0.9,1.7,2.6,2004
115,Duke,11,16.6,16.4,28.6,57.1,170.5,0.9,35.0,95.9,2.7,0.6,63.6,266.5,4.2,7.8,5.2,1.4,14.4,5.3,38.2,1.2,1.0,2.2,2004
116,UCF,11,15.9,16.0,27.5,58.3,183.0,0.9,38.8,97.0,2.5,0.8,66.3,280.0,4.2,8.3,6.8,1.2,16.3,5.5,48.0,1.0,1.2,2.2,2004
117,Kentucky,11,15.7,17.5,32.1,54.7,167.7,0.8,32.3,107.7,3.3,1.0,64.4,275.5,4.3,7.1,7.6,1.3,16.0,7.3,55.8,1.3,1.0,2.3,2004
118,Mississippi State,11,15.7,13.4,26.5,50.5,144.6,0.8,36.5,158.5,4.3,1.0,62.9,303.2,4.8,6.3,8.4,0.5,15.2,5.9,48.0,0.9,1.2,2.1,2004
119,Arizona,11,14.9,14.9,28.4,52.6,170.5,0.9,35.1,118.4,3.4,0.8,63.5,288.9,4.6,6.9,7.5,1.3,15.6,5.1,42.9,1.2,1.0,2.2,2004
120,Washington,11,14.0,14.6,36.5,40.1,190.8,0.7,37.6,120.2,3.2,0.9,74.1,311.0,4.2,8.4,6.7,2.0,17.1,6.9,56.8,1.6,2.2,3.8,2004
1,Boise State,14,43.0,21.1,34.9,60.3,336.3,2.4,40.9,150.1,3.7,2.9,75.8,486.4,6.4,13.5,7.6,2.1,23.2,7.2,70.1,0.9,0.6,1.5,2003
2,Miami (OH),14,43.0,25.9,38.2,67.9,340.9,2.7,37.0,160.3,4.3,2.6,75.2,501.1,6.7,16.1,8.6,1.7,26.4,6.7,59.0,0.6,0.8,1.4,2003
3,Oklahoma,14,42.9,21.3,34.2,62.2,292.7,3.1,38.5,146.7,3.8,1.9,72.7,439.4,6.0,12.4,8.2,1.9,22.5,6.1,48.1,0.4,0.8,1.2,2003
4,Texas Tech,13,42.5,38.9,60.0,64.9,475.3,4.1,23.7,107.5,4.5,1.5,83.7,582.8,7.0,23.5,6.9,1.8,32.2,7.8,74.1,0.9,1.8,2.7,2003
5,USC,13,41.1,21.1,34.0,62.0,291.6,3.0,35.0,155.9,4.5,1.5,69.0,447.5,6.5,11.7,7.9,1.9,21.5,5.3,48.8,1.0,0.7,1.7,2003
6,Texas,13,41.0,14.3,25.4,56.4,206.6,1.7,45.2,232.5,5.1,3.2,70.5,439.2,6.2,8.6,13.2,1.2,22.9,7.7,63.2,1.4,0.7,2.1,2003
7,Minnesota,13,38.7,13.5,22.1,61.3,205.5,1.4,52.5,289.2,5.5,3.5,74.6,494.6,6.6,8.9,15.3,0.8,25.1,5.8,50.6,0.8,0.5,1.3,2003
8,North Carolina State,13,37.6,27.5,38.2,72.0,352.3,2.7,30.2,100.8,3.3,1.5,68.3,453.2,6.6,15.5,6.3,2.2,23.9,7.7,69.8,0.9,0.5,1.5,2003
9,Kansas State,15,36.6,12.9,24.7,52.3,212.4,1.7,45.9,228.6,5.0,2.8,70.6,441.0,6.2,8.5,11.7,1.1,21.3,6.5,48.4,0.9,1.1,2.0,2003
10,Akron,12,36.3,23.9,37.4,63.9,311.3,1.8,39.5,158.9,4.0,2.3,76.9,470.3,6.1,14.2,8.6,1.8,24.6,6.3,56.6,0.6,0.8,1.4,2003
11,Oklahoma State,13,35.9,14.7,26.9,54.6,197.0,1.6,40.2,217.8,5.4,2.6,67.1,414.8,6.2,9.5,11.0,1.2,21.7,6.8,62.5,0.8,1.0,1.8,2003
12,Michigan,13,35.4,21.8,36.6,59.7,270.8,2.0,41.4,175.9,4.3,2.2,78.0,446.7,5.7,12.6,10.2,1.1,23.9,4.9,39.8,0.7,0.8,1.5,2003
13,Virginia Tech,13,35.4,13.9,23.5,59.3,192.5,1.3,39.6,209.3,5.3,2.5,63.1,401.8,6.4,9.3,10.0,1.0,20.3,6.3,54.8,0.9,1.2,2.1,2003
14,Hawaii,14,34.7,31.7,53.9,58.9,384.4,3.0,22.7,103.7,4.6,1.3,76.6,488.1,6.4,16.6,5.4,2.1,24.1,7.5,66.4,0.7,1.9,2.6,2003
15,Louisville,13,34.6,18.2,30.4,60.0,260.7,1.5,39.8,228.2,5.7,2.7,70.2,488.8,7.0,10.6,10.8,1.3,22.7,7.5,61.0,0.6,0.9,1.5,2003
16,Houston,13,34.5,17.2,28.2,60.8,242.8,2.0,50.1,215.5,4.3,2.4,78.3,458.3,5.9,9.2,13.3,1.3,23.8,8.5,72.5,1.5,0.5,2.0,2003
17,Connecticut,12,34.0,23.6,40.3,58.6,297.9,2.8,38.6,179.6,4.7,1.8,78.8,477.5,6.1,13.7,9.0,2.1,24.8,6.0,49.5,0.5,1.2,1.7,2003
18,Ole Miss,13,34.0,21.7,34.5,62.8,286.0,2.4,37.8,147.2,3.9,1.4,72.3,433.2,6.0,12.6,8.5,1.5,22.7,6.2,51.6,0.7,0.8,1.5,2003
19,LSU,14,33.9,18.2,28.6,63.6,232.6,2.1,42.4,185.7,4.4,1.7,71.0,418.4,5.9,10.1,9.9,1.3,21.3,7.3,60.4,0.9,1.1,2.0,2003
20,Bowling Green State,14,33.6,24.6,37.7,65.3,300.4,2.3,41.6,196.3,4.7,2.1,79.4,496.7,6.3,14.1,11.8,0.9,26.8,5.8,46.2,1.1,0.9,2.0,2003
21,Arkansas,13,33.5,12.8,23.4,54.9,189.4,1.5,48.2,241.9,5.0,2.6,71.5,431.3,6.0,9.0,10.9,1.1,21.0,6.5,54.9,1.0,0.7,1.7,2003
22,Oregon State,13,33.3,21.1,41.1,51.3,328.1,1.9,40.5,134.9,3.3,1.9,81.5,463.0,5.7,13.7,7.5,2.5,23.7,11.2,110.2,1.0,1.9,2.9,2003
23,California,14,32.6,19.9,32.3,61.5,264.6,2.0,38.7,168.3,4.3,2.0,71.0,432.9,6.1,12.1,8.9,1.9,22.9,5.8,46.5,0.9,0.6,1.4,2003
24,Toledo,12,32.4,24.8,35.3,70.4,278.3,2.4,37.7,184.5,4.9,1.8,72.9,462.8,6.3,12.8,9.9,1.3,23.9,6.1,56.2,0.5,0.7,1.2,2003
25,Florida State,13,32.2,19.2,33.7,56.8,269.6,2.0,36.2,133.2,3.7,1.5,69.8,402.8,5.8,10.2,8.9,2.2,21.4,7.0,64.2,0.9,1.0,1.9,2003
26,Northern Illinois,12,32.2,17.3,29.2,59.1,218.9,2.1,42.3,160.0,3.8,1.7,71.5,378.9,5.3,9.0,8.8,1.8,19.6,5.6,51.3,0.6,0.8,1.4,2003
27,Maryland,13,31.2,15.4,27.8,55.4,230.4,1.5,42.5,191.3,4.5,1.8,70.2,421.7,6.0,10.0,10.2,1.4,21.5,6.3,53.6,0.8,0.5,1.4,2003
28,Tulsa,13,30.8,16.2,28.2,57.5,196.1,1.8,39.6,191.7,4.8,2.2,67.8,387.8,5.7,7.4,10.6,1.0,19.0,6.6,64.1,0.8,0.9,1.8,2003
29,Missouri,13,30.7,17.3,28.8,60.0,166.0,1.1,42.4,237.5,5.6,2.9,71.2,403.5,5.7,7.8,12.1,1.2,21.1,5.4,46.9,0.4,0.6,1.0,2003
30,Navy,13,30.5,5.7,12.2,46.8,100.3,0.6,58.5,323.2,5.5,3.4,70.6,423.5,6.0,4.2,16.9,0.9,22.0,4.5,37.2,1.1,0.5,1.5,2003
31,Washington State,13,30.3,20.0,36.8,54.4,271.2,1.7,37.2,115.0,3.1,1.2,74.0,386.2,5.2,11.3,6.6,1.2,19.2,11.5,94.6,1.4,1.7,3.1,2003
32,Memphis,13,30.2,20.0,36.2,55.3,263.0,1.8,40.8,181.5,4.5,1.7,76.9,444.5,5.8,10.9,9.0,2.0,21.9,6.2,49.5,1.2,1.0,2.2,2003
33,New Mexico,13,30.1,12.4,23.6,52.4,190.5,1.5,47.4,210.0,4.4,2.2,71.0,400.5,5.6,7.3,11.4,1.4,20.1,6.9,60.2,0.8,1.1,1.8,2003
34,Florida,13,30.0,18.8,31.2,60.1,245.4,1.5,34.9,146.0,4.2,1.6,66.2,391.4,5.9,10.4,7.7,1.5,19.6,7.4,59.3,0.8,1.1,1.8,2003
35,Pitt,13,29.9,19.3,32.8,58.8,288.2,2.9,37.2,117.5,3.2,0.9,70.0,405.7,5.8,11.7,7.5,1.2,20.4,5.3,40.2,0.6,1.1,1.7,2003
36,Kansas,13,29.5,19.6,31.8,61.6,255.9,1.9,37.8,165.5,4.4,1.5,69.7,421.5,6.0,10.9,9.5,1.5,22.0,6.5,51.2,0.8,1.2,2.0,2003
37,Colorado State,13,29.3,16.7,27.5,60.8,248.2,1.7,41.8,190.8,4.6,1.9,69.2,438.9,6.3,10.2,9.9,1.2,21.3,4.8,41.0,1.5,1.2,2.6,2003
38,Marshall,12,29.2,21.3,31.4,67.6,244.6,1.8,41.6,196.3,4.7,1.9,73.0,440.9,6.0,9.6,10.9,2.3,22.8,6.3,58.0,1.3,1.5,2.8,2003
39,Texas Christian,13,29.2,15.3,26.8,57.0,221.6,0.9,50.7,207.7,4.1,2.1,77.5,429.3,5.5,10.1,10.2,2.5,22.8,8.1,72.2,0.9,0.8,1.8,2003
40,West Virginia,13,28.9,9.9,19.4,51.2,156.5,1.5,46.2,212.5,4.6,1.9,65.5,368.9,5.6,5.9,9.2,1.7,16.8,8.0,71.1,0.9,0.6,1.5,2003
41,Iowa,13,28.7,13.2,24.7,53.3,161.2,1.5,41.1,172.9,4.2,1.5,65.8,334.1,5.1,7.3,8.9,0.9,17.2,6.2,49.5,0.8,0.8,1.6,2003
42,Utah,12,28.7,16.9,27.3,61.9,214.0,1.4,44.9,160.5,3.6,2.1,72.3,374.5,5.2,8.9,10.2,1.0,20.1,7.5,64.4,1.3,0.4,1.7,2003
43,Rice,12,28.6,5.1,10.7,47.7,80.3,0.5,57.3,316.7,5.5,2.9,67.9,397.0,5.8,3.3,15.5,1.8,20.6,5.3,45.3,1.1,0.8,1.9,2003
44,Boston College,13,28.5,17.2,30.5,56.4,222.5,1.8,42.8,182.1,4.2,1.8,73.4,404.5,5.5,9.8,9.6,1.8,21.2,8.1,60.5,0.8,1.0,1.8,2003
45,Clemson,13,28.1,23.1,37.7,61.2,283.6,1.8,35.8,136.8,3.8,1.5,73.5,420.5,5.7,12.0,8.5,2.8,23.3,6.4,56.5,0.5,1.0,1.5,2003
46,Tennessee,13,28.1,18.3,32.5,56.4,233.4,2.2,35.6,138.5,3.9,1.2,68.1,371.8,5.5,10.8,7.7,1.6,20.2,7.2,68.0,0.8,0.7,1.5,2003
47,Tulane,12,28.1,21.1,35.4,59.5,257.8,2.8,33.8,132.4,3.9,0.8,69.2,390.2,5.6,11.7,8.2,1.9,21.8,5.5,51.0,1.0,1.2,2.2,2003
48,Virginia,13,28.0,24.3,35.8,67.8,255.7,1.8,33.8,130.2,3.9,1.3,69.6,385.9,5.5,12.1,7.2,0.9,20.2,5.0,42.8,0.5,0.9,1.4,2003
49,Michigan State,13,27.9,24.0,38.9,61.7,270.0,1.6,30.0,97.4,3.2,1.2,68.9,367.4,5.3,11.5,6.3,1.7,19.5,9.5,81.5,0.2,1.2,1.4,2003
50,Wake Forest,12,27.9,12.2,20.8,58.6,151.5,0.7,47.4,203.3,4.3,2.6,68.2,354.8,5.2,6.6,10.8,1.3,18.7,5.1,43.7,0.8,0.8,1.6,2003
51,Miami (FL),13,27.8,18.8,31.5,59.8,215.1,1.2,39.0,179.8,4.6,1.4,70.5,394.9,5.6,10.3,8.8,1.2,20.3,9.5,79.0,1.2,1.5,2.7,2003
52,Middle Tennessee State,12,27.7,18.7,30.5,61.2,226.7,1.5,41.2,144.6,3.5,1.9,71.7,371.3,5.2,9.8,7.6,1.9,19.3,7.4,68.3,0.9,0.7,1.6,2003
53,Western Michigan,12,27.6,22.7,37.5,60.4,308.4,2.6,28.7,81.1,2.8,1.1,66.2,389.5,5.9,11.9,4.8,1.1,17.8,6.9,55.4,0.8,1.7,2.5,2003
54,North Texas,13,27.5,9.4,17.3,54.2,149.9,1.2,43.2,177.5,4.1,2.2,60.5,327.5,5.4,5.6,9.1,1.2,15.9,8.8,86.9,1.0,0.7,1.7,2003
55,Oregon,13,27.4,19.0,32.8,57.8,252.9,1.8,37.6,131.9,3.5,1.2,70.5,384.8,5.5,10.5,7.6,1.6,19.8,7.8,69.7,1.1,1.0,2.1,2003
56,Rutgers,12,27.4,20.0,33.8,59.1,229.8,1.3,41.5,139.9,3.4,1.6,75.3,369.7,4.9,10.5,7.8,1.5,19.8,6.8,53.4,0.8,1.6,2.4,2003
57,Kentucky,12,27.3,17.2,31.8,54.1,202.2,1.5,36.2,125.1,3.5,2.0,67.9,327.3,4.8,8.9,8.3,0.9,18.1,6.8,56.0,0.7,0.8,1.5,2003
58,Wisconsin,13,27.3,14.2,25.5,55.4,217.9,1.4,44.1,177.0,4.0,1.8,69.6,394.9,5.7,9.5,10.5,0.8,20.7,5.1,37.9,0.9,1.0,1.9,2003
59,Air Force,12,26.8,7.7,15.3,50.3,104.9,0.7,59.7,280.6,4.7,2.6,74.9,385.5,5.1,4.8,15.3,1.2,21.3,4.2,32.8,0.8,0.7,1.4,2003
60,Kent State,12,26.8,16.0,33.2,48.2,219.8,1.3,41.7,156.0,3.7,1.8,74.8,375.8,5.0,9.2,9.3,2.2,20.6,6.2,58.9,0.9,0.8,1.8,2003
61,Purdue,13,26.8,19.5,32.2,60.6,224.0,1.2,42.5,148.9,3.5,1.7,74.7,372.9,5.0,9.6,9.3,1.4,20.3,6.5,53.6,0.7,0.5,1.2,2003
62,Syracuse,12,26.7,15.5,25.9,59.8,180.3,0.8,42.4,189.4,4.5,2.3,68.3,369.8,5.4,7.6,9.7,0.7,17.9,6.6,55.2,0.9,0.7,1.6,2003
63,Colorado,12,26.6,23.6,37.7,62.6,279.3,2.3,36.3,93.5,2.6,1.3,73.9,372.8,5.0,11.6,6.2,1.9,19.7,7.0,56.4,1.3,1.1,2.3,2003
64,Georgia,14,26.5,19.6,32.9,59.4,245.4,1.0,40.1,134.9,3.4,1.6,73.1,380.3,5.2,11.3,8.1,0.9,20.2,8.5,73.7,0.4,0.9,1.3,2003
65,North Carolina,12,26.4,21.5,35.8,60.1,243.9,1.8,32.3,150.4,4.7,1.4,68.0,394.3,5.8,11.0,7.4,1.4,19.8,5.7,48.7,1.2,0.9,2.1,2003
66,Auburn,13,26.3,15.5,24.8,62.5,192.2,0.8,41.6,184.0,4.4,2.5,66.5,376.2,5.7,8.3,9.6,1.0,18.9,5.7,50.2,0.8,0.7,1.5,2003
67,Washington,12,26.0,22.5,40.4,55.7,269.7,1.4,38.7,119.5,3.1,1.6,79.1,389.2,4.9,11.9,7.5,3.2,22.6,7.7,62.3,1.3,1.2,2.5,2003
68,Louisiana Tech,12,25.8,22.3,40.2,55.4,293.3,1.7,30.0,137.8,4.6,1.2,70.2,431.1,6.1,10.8,8.3,2.3,21.5,7.5,57.7,1.0,1.3,2.3,2003
69,Alabama,13,25.5,15.5,29.7,52.1,191.6,1.3,39.6,158.9,4.0,1.3,69.3,350.5,5.1,8.5,8.5,1.2,18.2,6.1,50.4,0.5,1.2,1.7,2003
70,Cincinnati,12,25.3,19.3,36.5,52.7,228.4,1.2,43.2,165.0,3.8,1.5,79.7,393.4,4.9,9.8,9.4,1.4,20.7,6.4,55.7,1.5,0.8,2.3,2003
71,Texas A&M,12,25.3,14.8,27.5,53.9,212.6,1.0,39.9,177.3,4.4,1.8,67.4,389.8,5.8,8.7,8.6,2.2,19.4,6.7,53.7,1.4,1.1,2.5,2003
72,South Florida,11,25.1,15.3,31.5,48.6,177.9,1.1,38.5,130.3,3.4,1.6,70.0,308.2,4.4,7.6,7.6,1.1,16.4,9.4,83.0,1.3,1.1,2.4,2003
73,Arizona State,12,24.8,20.3,38.8,52.5,274.3,2.1,33.6,117.3,3.5,0.9,72.3,391.6,5.4,11.1,6.7,1.6,19.3,7.9,71.1,1.3,0.9,2.3,2003
74,Nebraska,13,24.8,7.2,14.8,49.0,109.4,0.6,55.1,235.6,4.3,2.2,69.8,345.0,4.9,4.2,12.7,1.2,18.2,6.8,54.6,1.1,0.8,1.8,2003
75,Ohio State,13,24.8,16.0,28.2,56.8,206.1,1.5,38.0,126.1,3.3,1.1,66.2,332.2,5.0,9.1,7.2,0.7,16.9,7.2,61.5,0.8,1.0,1.8,2003
76,Wyoming,12,23.8,20.8,36.3,57.1,261.2,1.9,30.9,84.4,2.7,0.9,67.3,345.6,5.1,11.2,6.8,1.4,19.4,5.8,47.0,0.5,0.8,1.3,2003
77,Nevada,12,23.5,15.8,32.2,49.2,215.7,1.3,39.8,171.1,4.3,1.4,72.0,386.8,5.4,8.8,9.7,1.8,20.2,7.2,62.4,0.7,1.3,2.0,2003
78,San Jose State,11,23.5,24.8,42.1,59.0,282.4,1.6,32.3,104.3,3.2,0.9,74.4,386.6,5.2,11.9,7.4,1.2,20.5,7.3,64.5,0.9,0.5,1.5,2003
79,Central Michigan,12,23.1,15.8,28.6,55.1,174.8,1.4,45.1,195.8,4.3,1.7,73.7,370.7,5.0,8.3,10.9,1.3,20.5,5.3,50.9,0.8,0.8,1.6,2003
80,Fresno State,14,23.0,19.1,33.6,56.8,192.1,1.1,37.7,160.4,4.3,1.3,71.3,352.6,4.9,9.3,8.1,1.0,18.4,7.0,66.6,0.4,1.1,1.5,2003
81,Southern Mississippi,13,22.5,14.5,28.0,51.6,202.8,1.3,40.2,122.1,3.0,1.1,68.2,324.9,4.8,8.8,6.7,0.9,16.4,5.7,45.8,1.2,1.0,2.2,2003
82,South Carolina,12,22.3,14.8,29.7,49.7,193.7,1.0,38.6,161.4,4.2,1.8,68.3,355.1,5.2,7.7,9.8,1.3,18.8,5.5,45.3,0.4,1.0,1.4,2003
83,Louisiana,12,22.2,20.8,36.4,57.2,219.0,1.1,35.2,116.5,3.3,1.5,71.6,335.5,4.7,10.1,6.8,1.0,17.8,6.9,59.8,0.7,1.3,1.9,2003
84,UTEP,13,22.2,15.9,31.5,50.6,197.7,1.0,41.7,169.3,4.1,1.5,73.2,367.0,5.0,7.8,9.3,2.0,19.2,8.4,66.5,1.2,1.8,3.1,2003
85,Utah State,12,22.0,20.4,37.2,54.9,242.0,1.6,31.2,108.3,3.5,1.2,68.3,350.3,5.1,10.3,7.3,1.2,18.8,9.6,74.9,1.5,1.0,2.5,2003
86,Ohio,12,21.9,10.0,19.8,50.4,154.3,0.8,50.8,183.4,3.6,2.2,70.6,337.7,4.8,4.9,11.0,1.5,17.4,5.8,46.8,1.6,0.6,2.2,2003
87,Ball State,12,21.8,20.5,35.2,58.3,227.5,1.8,35.2,114.8,3.3,0.8,70.3,342.3,4.9,10.3,6.1,1.2,17.5,5.8,48.1,0.8,1.0,1.8,2003
88,New Mexico State,12,21.8,14.7,23.8,61.8,198.3,0.8,49.3,211.8,4.3,1.8,73.0,410.0,5.6,9.5,10.9,0.8,21.3,6.5,56.8,1.0,1.1,2.1,2003
89,UNLV,12,21.3,15.6,30.8,50.7,175.8,1.0,40.2,133.4,3.3,0.9,70.9,309.3,4.4,8.8,6.8,1.9,17.5,8.2,66.8,1.0,0.9,1.9,2003
90,Georgia Tech,13,21.1,15.3,29.2,52.5,170.2,1.0,39.2,160.5,4.1,1.2,68.3,330.6,4.8,8.4,8.5,1.2,18.2,5.2,44.3,0.9,1.0,1.9,2003
91,Idaho,12,20.7,19.9,37.1,53.7,254.8,1.7,33.6,125.0,3.7,0.8,70.7,379.8,5.4,11.3,6.8,1.1,19.2,7.0,58.3,1.3,1.1,2.3,2003
92,UAB,12,20.4,13.7,28.1,48.7,216.6,1.3,36.9,132.4,3.6,0.9,65.0,349.0,5.4,7.8,6.7,1.9,16.4,6.4,52.4,1.3,1.1,2.3,2003
93,Notre Dame,12,20.3,16.3,34.3,47.4,179.1,0.8,39.3,157.3,4.0,1.1,73.6,336.3,4.6,8.1,7.7,1.4,17.2,6.3,51.0,0.6,1.6,2.2,2003
