Rk,School,G,Pts,Cmp,Att,Pct,Yds,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,Pass,Rush,Pen,Tot,No.,Yds,Fum,Int,TO,year
62,Mississippi State,11,25.5,14.5,24.7,58.5,174.5,1.4,43.5,190.4,4.4,1.5,68.2,364.8,5.4,7.8,10.4,1.2,19.4,6.2,52.0,0.9,1.1,2.0,2004
63,Oregon,11,25.6,16.5,31.3,52.9,216.8,1.7,36.9,122.1,3.3,1.0,68.2,338.9,5.0,10.5,6.6,1.8,18.9,6.0,52.9,0.8,1.2,2.0,2004
64,San Diego State,11,25.6,18.8,34.8,54.0,227.4,1.5,41.0,138.7,3.4,1.2,75.8,366.1,4.8,9.4,8.3,2.5,20.2,6.0,54.9,1.1,1.3,2.4,2004
65,Boise State,12,25.7,19.2,36.0,53.2,253.9,1.8,31.1,103.9,3.3,1.4,67.1,357.8,5.3,10.3,5.8,1.3,17.3,5.6,44.9,0.7,1.9,2.6,2004
66,UCLA,12,25.8,18.9,34.0,55.6,222.8,1.5,40.8,210.1,5.1,1.5,74.8,432.9,5.8,9.3,11.1,1.0,21.3,5.8,55.8,0.4,1.2,1.6,2004
67,Vanderbilt,11,26.0,18.0,27.6,65.1,208.0,1.3,40.5,194.5,4.8,1.8,68.2,402.5,5.9,9.6,10.4,0.7,20.7,7.6,62.7,1.1,0.8,1.9,2004
68,Texas Tech,12,26.2,16.3,31.8,51.2,181.3,1.1,40.8,175.7,4.3,2.0,72.5,357.0,4.9,9.2,9.4,1.8,20.4,7.0,59.3,0.7,0.9,1.6,2004
69,Middle Tennessee State,11,26.6,21.0,32.4,64.9,273.5,1.8,37.7,138.8,3.7,1.3,70.1,412.3,5.9,12.1,7.7,1.8,21.6,8.5,80.8,1.2,0.6,1.8,2004
70,Cincinnati,12,26.7,13.8,27.7,49.7,194.2,1.6,33.4,147.2,4.4,1.3,61.1,341.3,5.6,8.4,6.0,1.4,15.8,4.5,40.0,0.8,0.8,1.6,2004
71,Brigham Young,11,26.8,18.0,33.1,54.4,229.3,1.4,40.1,148.0,3.7,1.7,73.2,377.3,5.2,9.5,7.5,2.3,19.3,7.4,66.7,0.6,1.2,1.8,2004
72,Nebraska,11,27.1,23.1,40.7,56.7,267.6,1.6,35.5,104.0,2.9,1.3,76.2,371.6,4.9,11.5,6.1,1.4,19.0,8.3,61.6,0.6,1.3,1.9,2004
73,Michigan State,12,27.2,16.8,30.7,54.9,209.0,1.3,38.9,172.4,4.4,1.6,69.6,381.4,5.5,9.5,8.1,1.0,18.6,4.9,40.2,0.5,0.7,1.2,2004
74,Louisiana-Monroe,11,27.5,18.4,30.9,59.4,210.6,1.6,39.5,177.5,4.5,1.5,70.4,388.1,5.5,9.5,10.0,2.2,21.7,7.3,62.8,0.7,1.2,1.9,2004
75,Washington State,11,27.9,19.5,35.0,55.8,233.2,1.9,41.6,133.5,3.2,1.2,76.6,366.6,4.8,9.2,7.3,2.3,18.7,7.8,67.6,1.5,1.1,2.6,2004
76,Northwestern,12,28.5,21.3,37.8,56.2,251.8,2.1,38.9,139.3,3.6,1.3,76.8,391.0,5.1,12.7,7.4,1.3,21.4,6.0,46.3,0.6,0.7,1.3,2004
77,Syracuse,12,28.7,18.8,31.2,60.2,240.2,1.9,42.0,186.7,4.4,1.4,73.2,426.8,5.8,10.3,10.1,1.7,22.0,7.0,63.1,1.3,1.1,2.3,2004
78,Duke,11,29.3,14.7,25.2,58.5,200.7,1.2,45.1,225.7,5.0,1.9,70.3,426.5,6.1,8.7,11.2,0.7,20.6,6.5,60.2,1.0,1.4,2.4,2004
79,UAB,12,29.3,22.8,38.0,60.1,270.0,1.9,36.7,141.6,3.9,1.4,74.7,411.6,5.5,11.3,9.1,0.9,21.3,7.3,69.1,0.7,0.8,1.4,2004
80,Illinois,11,29.4,20.9,32.6,64.1,229.6,1.8,41.9,194.4,4.6,2.0,74.5,424.0,5.7,10.0,10.6,1.5,22.2,7.1,58.5,0.3,0.9,1.2,2004
81,Colorado State,11,29.5,16.9,29.8,56.7,193.9,1.4,42.9,221.7,5.2,2.1,72.7,415.6,5.7,9.5,11.5,1.4,22.5,6.3,55.3,0.6,0.7,1.4,2004
82,North Texas,12,29.8,20.8,33.7,61.9,241.3,1.3,38.8,172.8,4.5,2.3,72.5,414.2,5.7,12.4,9.2,1.8,23.4,7.4,65.3,1.0,1.2,2.2,2004
83,Utah State,11,30.3,15.8,25.5,61.9,202.5,1.4,43.1,191.9,4.5,2.1,68.6,394.5,5.7,9.0,9.2,1.8,20.0,8.2,76.4,0.9,1.2,2.1,2004
84,Washington,11,30.4,16.9,28.2,60.0,185.8,1.3,41.5,183.6,4.4,1.9,69.6,369.5,5.3,9.5,8.1,1.4,19.0,7.4,66.7,1.2,0.9,2.1,2004
85,Kansas State,11,30.6,14.0,26.1,53.7,201.4,1.7,35.8,148.3,4.1,2.1,61.9,349.6,5.6,8.5,6.8,1.0,16.4,8.1,66.7,0.8,0.9,1.7,2004
86,Kentucky,11,31.0,14.3,25.1,56.9,203.2,1.2,45.5,225.2,5.0,2.4,70.5,428.4,6.1,8.9,10.8,1.3,21.0,7.0,58.5,1.0,1.1,2.1,2004
87,Air Force,11,31.1,15.3,27.1,56.4,222.1,1.5,40.5,200.0,4.9,2.2,67.5,422.1,6.2,10.1,9.9,1.2,21.2,5.5,44.2,0.7,0.8,1.5,2004
88,Toledo,13,31.1,20.8,36.7,56.6,275.1,2.1,36.9,142.5,3.9,1.6,73.6,417.5,5.7,12.2,8.5,0.9,21.5,6.1,52.3,0.8,0.9,1.8,2004
89,Indiana,11,31.2,19.3,34.2,56.4,256.5,2.3,39.0,196.7,5.0,1.6,73.2,453.2,6.2,11.9,9.5,1.5,22.9,6.1,52.2,0.7,1.0,1.7,2004
90,Rutgers,11,31.2,18.9,31.2,60.6,250.5,1.8,41.8,178.2,4.3,2.0,73.0,428.7,5.9,10.7,8.8,1.8,21.4,9.3,77.0,1.5,1.1,2.5,2004
91,Memphis,12,31.3,20.1,35.3,57.0,275.9,2.4,38.8,141.8,3.7,1.4,74.1,417.8,5.6,12.8,8.7,1.0,22.5,5.8,47.6,0.8,0.9,1.7,2004
92,Akron,11,31.5,22.0,33.9,64.9,237.0,1.5,37.5,188.9,5.0,2.5,71.5,425.9,6.0,11.0,10.0,1.1,22.1,7.5,63.4,1.0,1.0,2.0,2004
93,Louisiana Tech,12,31.8,18.1,31.9,56.7,231.3,2.1,40.6,176.6,4.4,1.7,72.5,407.8,5.6,9.8,9.8,1.5,21.1,6.7,58.8,1.2,1.1,2.3,2004
94,North Carolina,12,31.8,18.5,30.1,61.5,228.1,1.2,41.8,218.4,5.2,2.6,71.8,446.5,6.2,10.1,12.3,0.8,23.3,5.8,45.4,0.6,0.7,1.3,2004
95,Buffalo,11,31.9,18.0,29.7,60.6,213.5,1.5,43.1,188.5,4.4,2.0,72.8,402.0,5.5,9.2,9.7,0.9,19.8,8.3,71.2,1.1,0.8,1.9,2004
96,South Florida,11,31.9,17.8,30.5,58.5,248.0,1.8,40.2,150.5,3.7,2.1,70.6,398.5,5.6,10.6,8.4,2.6,21.6,6.6,51.6,0.6,0.4,1.0,2004
97,Houston,11,32.2,15.8,26.2,60.4,206.9,1.6,40.7,192.4,4.7,2.3,66.9,399.3,6.0,9.5,9.7,0.9,20.1,6.7,62.0,0.5,1.3,1.8,2004
98,New Mexico State,11,32.3,16.0,25.2,63.5,197.4,1.5,44.2,221.5,5.0,2.4,69.4,418.9,6.0,9.1,10.9,1.4,21.4,6.6,63.5,1.3,0.9,2.2,2004
99,Florida International,10,32.5,22.9,34.3,66.8,275.8,1.4,45.8,203.0,4.4,2.1,80.1,478.8,6.0,12.2,11.7,1.1,25.0,5.6,47.6,0.6,0.8,1.4,2004
100,UNLV,11,32.5,18.2,31.1,58.5,207.3,1.9,42.1,171.3,4.1,1.4,73.2,378.5,5.2,9.6,8.7,2.7,21.1,6.3,58.0,0.9,0.5,1.5,2004
101,Tulane,11,32.8,18.5,30.2,61.1,227.0,1.3,43.9,194.5,4.4,2.6,74.1,421.5,5.7,10.8,10.5,1.5,22.8,5.6,47.5,0.6,0.5,1.2,2004
102,UCF,11,32.9,16.5,27.2,60.5,217.2,1.9,41.2,186.5,4.5,2.0,68.4,403.6,5.9,9.5,9.5,1.2,20.3,5.7,47.6,0.9,1.0,1.9,2004
103,Arkansas State,11,33.2,16.5,27.5,60.3,225.7,2.1,43.1,196.6,4.6,1.6,70.5,422.4,6.0,9.5,10.7,1.4,21.6,7.1,59.5,1.1,0.7,1.8,2004
104,Tulsa,12,33.2,13.5,27.3,49.5,191.3,1.2,44.7,210.6,4.7,2.5,71.9,401.9,5.6,7.7,10.6,2.0,20.3,8.1,72.6,0.5,0.8,1.3,2004
105,Texas Christian,11,33.9,21.0,37.6,55.8,304.0,2.6,38.1,122.0,3.2,1.7,75.7,426.0,5.6,12.8,6.3,2.8,21.9,6.1,54.7,0.7,0.8,1.5,2004
106,Rice,11,34.3,14.7,25.7,57.2,214.5,2.4,36.1,150.0,4.2,1.6,61.8,364.5,5.9,8.5,9.0,1.5,18.9,7.4,66.8,0.6,1.2,1.8,2004
107,Central Michigan,11,34.4,19.8,32.8,60.4,261.2,1.9,43.2,170.2,3.9,2.3,76.0,431.4,5.7,10.5,10.0,1.8,22.3,6.6,54.4,0.6,0.5,1.1,2004
108,Nevada,12,34.4,13.8,24.9,55.5,190.3,1.3,43.1,209.1,4.9,2.5,68.0,399.4,5.9,8.2,10.4,1.6,20.2,5.5,47.5,1.0,1.3,2.3,2004
109,Army,11,35.3,19.2,29.0,66.1,240.7,1.9,49.1,249.4,5.1,2.6,78.1,490.1,6.3,12.2,13.5,1.0,26.6,6.6,47.8,1.0,0.6,1.6,2004
110,Temple,11,36.3,19.0,29.0,65.5,245.0,1.6,39.1,194.3,5.0,2.7,68.1,439.3,6.5,10.6,9.6,0.9,21.2,4.8,43.2,1.0,0.7,1.7,2004
111,Ball State,11,36.8,19.7,29.9,66.0,260.6,2.6,40.8,197.4,4.8,2.1,70.7,458.0,6.5,10.0,10.8,1.6,22.5,6.4,55.2,0.8,0.2,1.0,2004
112,Baylor,11,36.9,15.5,26.2,59.0,215.3,2.5,44.5,205.8,4.6,2.1,70.7,421.1,6.0,8.9,11.3,1.2,21.4,7.1,54.7,0.5,0.4,0.8,2004
113,Florida A&M,11,37.1,14.7,26.3,56.1,219.3,1.7,45.2,222.9,4.9,2.7,71.5,442.2,6.2,9.6,11.5,1.9,23.1,8.5,64.1,0.9,0.7,1.6,2004
114,SMU,11,38.2,19.4,31.6,61.2,257.6,2.3,43.0,209.6,4.9,2.4,74.6,467.3,6.3,11.5,9.6,1.7,22.9,7.3,54.8,0.5,0.5,1.0,2004
115,Hawaii,13,38.4,18.2,32.5,55.8,235.2,1.6,46.8,252.6,5.4,3.2,79.4,487.8,6.1,10.5,13.6,0.9,25.1,8.5,70.1,0.8,1.1,1.8,2004
116,Idaho,12,39.4,16.8,29.8,56.4,232.1,2.1,39.3,196.6,5.0,2.6,69.1,428.7,6.2,9.7,10.9,1.8,22.4,7.0,66.8,1.0,1.3,2.3,2004
117,Western Michigan,11,39.6,17.5,28.8,60.9,265.2,2.5,40.4,215.4,5.3,2.4,69.2,480.5,6.9,11.5,10.3,1.8,23.6,6.8,61.2,0.5,0.9,1.5,2004
118,East Carolina,11,39.9,14.9,24.8,60.1,223.5,1.6,47.5,233.3,4.9,3.2,72.3,456.8,6.3,9.0,11.5,0.8,21.4,8.0,72.2,1.0,1.1,2.1,2004
119,Eastern Michigan,11,41.6,22.6,35.1,64.5,277.7,2.6,43.5,191.9,4.4,2.5,78.5,469.6,6.0,12.5,11.3,1.9,25.6,5.9,51.7,0.8,0.6,1.5,2004
120,San Jose State,11,42.6,14.4,24.3,59.2,188.6,1.5,49.1,252.4,5.1,4.1,73.4,441.0,6.0,8.9,12.9,1.5,23.3,7.1,59.3,0.6,1.1,1.7,2004
1,LSU,14,11.0,15.2,34.1,44.7,185.0,0.9,28.6,67.0,2.3,0.4,62.6,252.0,4.0,7.1,5.1,1.4,13.6,7.0,48.3,0.9,1.5,2.4,2003
2,Georgia,14,14.5,16.0,29.4,54.4,174.5,0.9,33.4,102.4,3.1,0.6,62.9,276.9,4.4,6.9,6.2,1.9,15.0,6.5,56.0,0.9,1.2,2.1,2003
3,Nebraska,13,14.5,16.8,33.1,50.7,177.8,0.8,34.2,119.3,3.5,1.0,67.3,297.2,4.4,8.9,6.7,1.2,16.8,6.3,51.5,1.2,2.5,3.6,2003
4,Miami (FL),13,15.1,12.8,25.2,50.9,143.5,0.7,35.2,114.0,3.2,0.8,60.5,257.5,4.3,5.4,6.8,1.9,14.1,8.0,58.9,0.9,1.5,2.4,2003
5,Oklahoma,14,15.3,15.6,29.9,52.0,146.4,0.8,33.0,113.2,3.4,0.8,62.9,259.6,4.1,7.3,5.7,0.6,13.6,6.9,57.7,0.9,1.6,2.4,2003
6,Maryland,13,15.8,14.2,28.3,50.3,179.0,0.8,37.0,129.4,3.5,1.2,65.3,308.4,4.7,8.0,6.5,1.6,16.2,6.2,47.9,0.5,0.9,1.4,2003
7,Iowa,13,16.2,19.8,35.5,55.6,221.8,0.8,36.9,92.7,2.5,0.8,72.5,314.5,4.3,9.8,5.9,1.2,16.9,5.5,50.1,0.9,1.0,1.9,2003
8,Auburn,13,16.3,14.8,27.8,53.3,189.0,1.2,33.8,92.6,2.7,0.6,61.7,281.6,4.6,8.4,5.5,1.0,14.8,5.7,44.2,0.8,0.8,1.6,2003
9,Kansas State,15,16.3,14.9,29.8,50.1,174.6,1.3,36.6,108.5,3.0,0.4,66.4,283.1,4.3,8.1,6.5,0.9,15.5,6.9,57.4,0.6,1.3,1.9,2003
10,Florida State,13,16.7,19.0,34.5,55.0,212.9,0.9,36.3,119.4,3.3,0.5,70.8,332.3,4.7,9.1,5.9,1.8,16.8,6.9,59.2,1.4,1.2,2.5,2003
11,Michigan,13,16.8,17.0,31.6,53.8,180.5,0.7,33.4,116.6,3.5,1.1,65.0,297.2,4.6,7.7,6.7,1.0,15.4,5.7,49.6,0.5,1.1,1.6,2003
12,Boise State,14,17.1,21.6,43.9,49.2,247.9,1.2,31.8,100.5,3.2,0.7,75.6,348.4,4.6,10.5,5.6,2.3,18.4,7.8,68.9,0.7,1.5,2.2,2003
13,San Diego State,12,17.3,14.7,28.8,51.0,160.3,1.0,39.0,129.5,3.3,0.4,67.8,289.8,4.3,7.3,6.4,2.3,15.9,6.1,58.3,1.3,1.0,2.3,2003
14,Purdue,13,17.4,17.1,32.4,52.7,205.6,0.9,35.9,96.9,2.7,0.7,68.3,302.5,4.4,8.8,6.3,1.3,16.4,6.6,51.3,1.1,1.1,2.2,2003
15,Southern Mississippi,13,17.4,14.5,28.0,51.9,174.0,0.7,42.8,155.7,3.6,0.9,70.8,329.7,4.7,7.8,8.7,0.6,17.2,6.3,50.8,1.5,1.1,2.5,2003
16,Ohio State,13,17.6,22.9,39.6,57.9,234.5,1.1,31.9,62.3,2.0,0.9,71.5,296.8,4.1,11.3,5.5,2.2,19.0,6.3,43.5,0.8,1.2,1.9,2003
17,Tennessee,13,18.4,17.7,31.8,55.6,186.1,0.8,37.7,138.3,3.7,1.2,69.5,324.4,4.7,8.9,7.7,2.1,18.7,7.1,60.2,0.5,1.2,1.7,2003
18,USC,13,18.4,24.0,43.6,55.0,276.2,1.4,32.7,60.2,1.8,0.7,76.3,336.4,4.4,12.2,5.6,1.8,19.5,8.1,66.4,1.5,1.7,3.2,2003
19,Utah,12,19.1,14.3,28.9,49.3,198.8,0.8,37.0,139.5,3.8,1.4,65.9,338.3,5.1,9.0,6.7,1.8,17.5,6.3,50.6,1.8,0.7,2.4,2003
20,Clemson,13,19.2,17.7,31.5,56.2,204.5,1.2,37.8,131.8,3.5,1.1,69.2,336.3,4.9,9.8,7.9,1.2,19.0,6.2,59.9,0.7,1.1,1.8,2003
21,Memphis,13,19.2,14.4,30.3,47.5,185.4,1.1,37.3,110.4,3.0,0.9,67.6,295.8,4.4,7.5,6.4,1.0,14.8,7.7,67.5,1.0,0.8,1.8,2003
22,Miami (OH),14,19.4,18.0,34.4,52.4,229.5,1.6,32.6,111.6,3.4,0.9,66.9,341.1,5.1,9.0,6.4,1.6,16.9,7.1,61.1,1.3,1.5,2.8,2003
23,Washington State,13,19.8,20.2,42.1,48.1,227.7,1.5,33.9,90.8,2.7,0.6,76.0,318.5,4.2,9.3,5.8,2.6,17.8,7.8,67.3,1.8,1.8,3.7,2003
24,Air Force,12,20.2,14.1,26.0,54.2,183.1,0.9,42.6,168.9,4.0,1.7,68.6,352.0,5.1,8.8,9.8,0.8,19.3,5.3,44.9,0.8,1.1,1.9,2003
25,South Florida,11,20.4,15.7,32.0,49.1,179.9,1.3,44.9,135.7,3.0,0.9,76.9,315.6,4.1,8.0,8.4,2.3,18.6,6.3,47.9,1.1,1.2,2.3,2003
26,Virginia,13,20.4,18.1,31.9,56.6,223.0,1.1,38.9,161.7,4.2,1.2,70.8,384.7,5.4,9.6,9.8,0.8,20.2,5.4,45.5,0.8,1.0,1.8,2003
27,Georgia Tech,13,20.5,19.8,32.7,60.5,221.7,1.2,34.2,100.5,2.9,1.1,66.9,322.2,4.8,9.7,6.0,1.1,16.8,7.2,61.5,1.1,1.0,2.1,2003
28,Florida,13,20.8,17.5,31.8,55.1,208.9,0.9,40.4,158.5,3.9,1.2,72.2,367.5,5.1,8.7,9.5,1.3,19.5,8.1,61.1,0.8,1.5,2.4,2003
29,Texas Christian,13,21.2,16.8,32.5,51.5,255.8,1.4,34.1,93.7,2.7,1.0,66.6,349.5,5.2,9.8,5.4,2.0,17.2,7.2,67.3,0.7,1.4,2.1,2003
30,Penn State,12,21.3,13.3,25.9,51.4,153.3,1.2,48.8,209.1,4.3,1.1,74.7,362.4,4.9,7.3,12.4,0.4,20.1,6.4,51.0,0.5,0.8,1.3,2003
31,Northern Illinois,12,21.5,18.3,32.7,55.9,230.5,1.3,39.1,141.1,3.6,1.3,71.8,371.6,5.2,9.3,8.0,1.3,18.6,6.9,58.5,0.7,1.9,2.6,2003
32,Texas,13,21.5,12.8,27.2,47.2,177.3,1.1,41.6,152.5,3.7,1.5,68.8,329.8,4.8,8.0,8.7,1.2,17.9,7.3,58.1,1.1,1.2,2.2,2003
33,Bowling Green State,14,21.7,16.8,30.7,54.7,207.7,1.4,36.1,153.4,4.2,1.4,66.9,361.1,5.4,8.7,7.9,1.5,18.1,4.1,41.4,0.8,0.8,1.6,2003
34,Navy,13,21.8,17.6,28.5,61.9,180.2,1.0,41.4,172.5,4.2,1.6,69.8,352.8,5.1,9.0,10.2,1.2,20.5,5.8,50.2,0.8,1.2,2.1,2003
35,Minnesota,13,21.9,20.6,34.9,59.0,217.7,1.1,34.8,122.7,3.5,1.4,69.7,340.4,4.9,10.2,8.2,1.4,19.8,4.5,32.5,0.4,0.8,1.2,2003
36,North Texas,13,21.9,18.8,30.7,61.4,219.6,1.5,35.7,104.7,2.9,1.1,66.4,324.3,4.9,8.7,6.3,2.0,17.0,7.5,63.8,1.2,1.4,2.5,2003
37,Ole Miss,13,21.9,19.6,34.9,56.2,276.1,2.0,32.1,102.5,3.2,0.8,67.0,378.5,5.6,11.8,5.5,1.5,18.7,6.1,52.9,0.8,1.2,1.9,2003
38,Missouri,13,22.1,20.5,32.5,63.0,213.8,1.2,42.5,167.2,3.9,1.4,74.9,381.0,5.1,9.6,10.5,1.4,21.5,5.8,40.5,1.2,0.7,1.8,2003
39,New Mexico,13,22.3,20.8,36.7,56.6,248.2,1.5,32.9,86.1,2.6,0.8,69.6,334.3,4.8,10.8,6.0,1.8,18.7,5.8,50.2,1.2,1.0,2.2,2003
40,Michigan State,13,22.5,18.8,34.6,54.2,255.2,2.1,39.2,124.8,3.2,0.7,73.8,379.9,5.1,10.8,7.2,2.6,20.5,5.6,45.3,1.1,1.2,2.2,2003
41,Fresno State,14,22.6,17.9,32.2,55.7,206.4,1.6,37.7,174.8,4.6,1.2,69.9,381.2,5.5,8.6,9.1,1.5,19.2,6.5,56.7,0.7,1.1,1.9,2003
42,Troy,12,22.7,19.3,32.8,59.0,224.2,0.9,36.5,125.5,3.4,1.7,69.3,349.7,5.0,9.5,6.6,1.4,17.5,6.3,55.8,1.6,1.3,2.9,2003
43,UNLV,12,22.7,19.6,33.7,58.2,239.8,1.4,39.7,138.6,3.5,1.2,73.3,378.3,5.2,10.3,8.3,2.0,20.6,5.5,53.3,1.6,1.3,2.9,2003
44,West Virginia,13,22.8,22.2,37.6,59.1,259.8,1.4,37.3,131.5,3.5,1.0,74.9,391.3,5.2,11.9,7.3,2.5,21.7,8.7,69.0,1.2,1.6,2.8,2003
45,Virginia Tech,13,23.0,18.8,31.2,60.2,231.5,1.5,39.2,136.0,3.5,1.5,70.3,367.5,5.2,9.8,7.3,1.2,18.3,6.2,47.7,0.8,1.2,2.0,2003
46,Marshall,12,23.2,13.6,25.3,53.6,177.4,1.3,38.1,152.4,4.0,1.5,63.4,329.8,5.2,7.3,6.3,1.7,15.3,7.0,65.8,0.7,0.6,1.3,2003
47,Oregon State,13,23.2,15.8,35.9,44.1,204.3,1.7,34.4,84.4,2.5,0.8,70.3,288.7,4.1,7.8,5.1,3.5,16.4,8.2,76.1,0.8,1.5,2.3,2003
48,Arkansas,13,23.5,16.4,30.7,53.4,187.0,1.3,38.8,157.0,4.0,1.1,69.5,344.0,4.9,8.8,8.5,1.9,19.2,6.8,54.7,1.2,1.3,2.5,2003
49,UCLA,13,23.5,19.2,32.5,59.0,200.7,1.2,36.8,116.9,3.2,0.9,69.2,317.6,4.6,9.2,6.3,1.6,17.2,7.9,64.4,0.9,1.5,2.4,2003
50,Wisconsin,13,23.5,17.5,32.5,53.9,213.4,1.0,36.0,142.0,3.9,1.6,68.5,355.4,5.2,9.5,7.8,1.0,18.2,6.4,50.2,0.8,0.9,1.7,2003
51,Toledo,12,23.8,21.0,33.3,63.2,238.2,1.8,38.8,150.1,3.9,1.0,72.0,388.3,5.4,11.2,8.2,1.5,20.8,5.8,40.8,0.8,1.3,2.1,2003
52,Pitt,13,23.9,17.9,31.3,57.2,217.6,1.2,40.9,185.0,4.5,1.8,72.2,402.6,5.6,9.8,9.1,1.0,19.8,5.8,50.8,1.0,1.1,2.1,2003
53,UAB,12,23.9,18.6,32.1,57.9,208.3,0.9,40.3,178.0,4.4,1.8,72.4,386.3,5.3,9.7,9.2,1.2,20.0,6.1,63.8,0.8,1.2,1.9,2003
54,California,14,24.4,18.7,33.5,55.9,251.1,1.8,35.7,133.7,3.7,1.1,69.2,384.9,5.6,11.5,7.1,1.4,20.0,7.1,64.9,0.6,1.0,1.6,2003
55,Colorado State,13,24.5,16.6,29.0,57.3,215.2,1.3,37.7,154.6,4.1,1.5,66.7,369.8,5.5,9.0,8.6,1.0,18.6,5.3,47.2,0.5,1.0,1.5,2003
56,Connecticut,12,25.0,17.5,32.9,53.2,201.2,1.4,37.7,138.8,3.7,1.0,70.6,340.0,4.8,9.1,8.2,1.6,18.8,6.8,57.7,0.9,0.8,1.7,2003
57,Northwestern,13,25.1,20.1,32.8,61.1,253.2,1.2,40.2,164.1,4.1,1.8,73.1,417.3,5.7,11.6,8.7,0.8,21.1,5.3,42.0,0.7,1.2,1.8,2003
58,Oklahoma State,13,25.1,19.0,33.6,56.5,241.1,1.8,40.8,159.9,3.9,1.2,74.5,401.0,5.4,11.2,9.3,1.7,22.2,7.6,59.8,0.1,1.4,1.5,2003
59,Syracuse,12,25.1,19.8,32.9,60.0,222.2,1.8,38.1,138.2,3.6,0.9,71.0,360.3,5.1,9.7,7.4,1.5,18.6,5.8,38.7,0.8,1.4,2.2,2003
60,Boston College,13,25.5,19.6,34.0,57.7,229.5,1.6,37.8,128.7,3.4,1.2,71.8,358.2,5.0,10.5,7.1,1.6,19.2,6.2,49.5,0.7,1.5,2.2,2003
61,Alabama,13,25.6,19.2,33.2,57.9,227.8,1.8,35.8,132.5,3.7,1.1,69.0,360.2,5.2,9.6,7.5,1.4,18.5,6.5,55.1,0.8,0.9,1.8,2003
62,Brigham Young,12,25.8,14.0,26.7,52.5,176.2,1.1,41.4,130.8,3.2,1.4,68.1,307.0,4.5,7.1,7.5,2.4,17.0,5.2,46.6,0.9,1.2,2.1,2003
63,Idaho,12,26.2,17.6,28.3,62.2,199.3,0.7,44.9,216.8,4.8,2.4,73.2,416.1,5.7,8.5,10.3,1.1,19.8,7.3,68.4,1.2,0.8,1.9,2003
64,South Carolina,12,26.2,17.6,28.4,61.9,202.6,1.9,38.2,165.6,4.3,1.4,66.6,368.2,5.5,9.3,8.5,0.7,18.5,6.0,50.9,1.3,0.8,2.0,2003
65,Notre Dame,12,26.3,16.2,28.1,57.6,213.0,1.3,40.5,127.2,3.1,1.6,68.6,340.2,5.0,8.5,7.3,0.9,16.8,6.4,46.9,1.3,1.1,2.3,2003
66,Utah State,12,26.3,15.7,29.0,54.0,192.8,1.2,46.9,167.3,3.6,2.0,75.9,360.1,4.7,8.3,10.8,1.6,20.7,7.6,65.8,1.0,1.2,2.2,2003
67,Washington,12,26.3,16.2,31.3,51.7,233.4,1.5,37.0,151.6,4.1,1.5,68.3,385.0,5.6,9.6,6.8,1.6,17.9,9.4,82.9,0.8,1.3,2.2,2003
68,Cincinnati,12,26.6,14.2,28.1,50.4,188.6,1.4,39.2,144.4,3.7,1.5,67.3,333.0,5.0,7.6,7.3,1.9,16.8,6.8,53.3,0.8,1.6,2.3,2003
69,Kentucky,12,26.8,15.5,27.5,56.4,195.6,1.2,44.7,186.7,4.2,1.9,72.2,382.3,5.3,8.8,10.8,1.1,20.7,7.0,51.3,0.5,0.9,1.4,2003
70,Oregon,13,26.8,19.5,37.3,52.2,259.9,1.7,34.8,107.1,3.1,1.4,72.2,367.0,5.1,11.4,5.2,2.1,18.6,6.5,57.5,0.8,0.9,1.7,2003
71,Arizona State,12,27.3,18.0,32.8,55.0,253.9,1.7,39.7,150.8,3.8,1.6,72.4,404.8,5.6,10.8,8.3,1.6,20.6,7.7,64.2,0.6,1.3,1.9,2003
72,Louisville,13,27.8,20.3,36.5,55.7,258.3,1.5,39.5,170.3,4.3,1.7,75.9,428.6,5.6,12.5,9.5,1.6,23.6,5.1,42.4,0.8,1.0,1.8,2003
73,Tulsa,13,27.8,14.5,28.7,50.7,180.9,0.9,42.8,197.8,4.6,2.5,71.5,378.7,5.3,7.5,10.8,1.5,19.8,6.5,53.8,0.5,1.5,2.0,2003
74,Nevada,12,28.2,18.3,31.8,57.6,237.3,1.5,41.4,168.6,4.1,1.5,73.3,405.9,5.5,11.1,8.8,1.7,21.6,7.7,69.2,1.2,1.3,2.4,2003
75,New Mexico State,12,28.4,15.0,26.8,56.1,198.3,1.6,36.8,152.3,4.1,1.7,63.5,350.7,5.5,8.6,8.0,1.1,17.7,6.6,55.4,0.4,1.0,1.4,2003
76,Duke,12,28.6,17.3,29.3,59.0,216.9,1.3,35.8,158.0,4.4,2.0,65.1,374.9,5.8,9.8,8.1,0.8,18.6,6.7,59.8,0.8,0.9,1.8,2003
77,Wake Forest,12,28.9,24.0,38.8,61.9,280.2,1.8,38.8,174.3,4.5,1.6,77.6,454.5,5.9,13.6,10.6,1.1,25.3,7.0,59.1,1.1,1.1,2.2,2003
78,Akron,12,29.4,18.8,33.0,57.1,225.7,1.9,38.0,178.3,4.7,1.8,71.0,404.0,5.7,11.1,8.8,1.0,20.8,6.2,53.3,0.8,1.3,2.0,2003
79,Rutgers,12,29.5,14.9,28.9,51.6,216.4,1.7,38.5,163.1,4.2,1.8,67.4,379.5,5.6,8.6,7.8,1.8,18.2,6.8,59.6,1.1,0.8,1.9,2003
